"rgn_id","habitat","extent_rank","layer"
1,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
2,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
3,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
4,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
5,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
6,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
7,"seagrass",42255.715,"element_wts_cs_km2_x_storage"
